Model,Target_Class,Final_Target_Acc,Final_Retained_Drop,loss_type,lr,gamma,lmbda,digit_0_before,digit_0_after,digit_1_before,digit_1_after,digit_2_before,digit_2_after,digit_3_before,digit_3_after,digit_4_before,digit_4_after,digit_5_before,digit_5_after,digit_6_before,digit_6_after,digit_7_before,digit_7_after,digit_8_before,digit_8_after,digit_9_before,digit_9_after
VAE,5,0.006,0.006555555555555549,mse,0.001,0.01,0.1,0.97,0.998,0.975,0.946,1.0,0.99,0.94,0.92,0.955,0.96,0.92,0.006,0.955,0.944,0.985,0.976,0.97,0.946,0.955,0.966
GAN,5,0.16,0.04088888888888888,smooth_l1,0.0001,0.1,-,1.0,0.918,0.975,0.964,1.0,0.982,0.99,0.996,0.99,0.8,1.0,0.16,0.935,0.996,0.94,0.876,0.99,1.0,0.98,0.9
RectifiedFlow,5,0.0,0.008666666666666663,l1,0.0005,0.1,0.01,0.99,0.96,0.965,0.996,0.965,0.974,0.97,0.954,0.965,0.916,0.915,0.0,0.98,0.956,0.965,0.98,0.94,0.91,0.93,0.946
Autoregressive,5,0.0,0.07088888888888888,mse,0.0005,0.1,0.0001,0.66,0.826,0.83,0.24,0.96,1.0,0.855,0.978,0.82,0.804,0.8,0.0,0.74,0.766,0.87,0.83,0.9,0.846,0.595,0.302
NVP,5,0.106,0.008111111111111118,mse,0.001,0.01,0.0001,0.985,0.97,0.97,0.96,0.955,0.978,0.915,0.89,0.925,0.884,0.935,0.106,0.975,0.974,0.955,0.966,0.89,0.868,0.925,0.932
